Number,Race,Race Grouping,Gender,Age,In Custody/Community,Supervision Type,Jurisdiction,Sentence Type,Aggregate Sentence Length,Institutional Security Level,Province,Location Type,Offender Security Level,Dynamic/Need,Static/Risk,Reintegration Potential,Motivation,Major Offence Group,Religion
A116,WHITE,Non Aboriginal,MALE,42,Community,SR,FEDERAL,DETERMINATE,1096,,ONTARIO,COMMUNITY CORRE,MEDIUM,MEDIUM,MEDIUM,LOW,LOW,SEXUAL ASSAULT,CHRISTIAN REFOR
A117,WHITE,Non Aboriginal,MALE,28,Community,SR,FEDERAL,DETERMINATE,1280,,ONTARIO,PAROLE OFFICE,MEDIUM,HIGH,MEDIUM,MEDIUM,MEDIUM,ROBBERY,CATHOLIC - ROMA
A118,NORTH AMERICAN,Aboriginal,FEMALE,33,Community,DP,FEDERAL,DETERMINATE,1583,,ONTARIO,PAROLE OFFICE,MINIMUM,LOW,LOW,HIGH,HIGH,OTHER CRIM.CODE,CATH NON-SPEC
A119,WHITE,Non Aboriginal,MALE,31,Community,LTSO,FEDERAL,DETERMINATE,46,,ONTARIO,PAROLE OFFICE,,HIGH,HIGH,LOW,MEDIUM,OTHER CRIM.CODE,
A120,BLACK,Non Aboriginal,MALE,33,Community,DP,FEDERAL,DETERMINATE,731,,ONTARIO,PAROLE OFFICE,MINIMUM,LOW,MEDIUM,HIGH,MEDIUM,TRAF/IMP. DRUGS,CHRI NON SPEC
A121,WHITE,Non Aboriginal,MALE,52,Community,FP,FEDERAL,INDETERMINATE,0,,ONTARIO,PAROLE OFFICE,MINIMUM,LOW,LOW,HIGH,HIGH,HOMIC & RELATED,PROT NON-SPEC
A122,BLACK,Non Aboriginal,MALE,33,Community,SR,FEDERAL,DETERMINATE,1826,,ONTARIO,PAROLE OFFICE,MINIMUM,MEDIUM,MEDIUM,HIGH,HIGH,HOMIC & RELATED,CHRISTIAN REFOR
A123,WHITE,Non Aboriginal,MALE,63,Community,DP,FEDERAL,INDETERMINATE,0,,ONTARIO,PAROLE OFFICE,MINIMUM,LOW,LOW,HIGH,HIGH,HOMIC & RELATED,PROT NON-SPEC
A124,WHITE,Non Aboriginal,MALE,36,Community,SR,FEDERAL,DETERMINATE,1461,,SASKATCHEWAN,PAROLE OFFICE,MINIMUM,MEDIUM,MEDIUM,MEDIUM,HIGH,BREAK AND ENTER,CHRI NON SPEC
A125,WHITE,Non Aboriginal,FEMALE,20,Community,DP,FEDERAL,DETERMINATE,1431,,ALBERTA,PAROLE OFFICE,MINIMUM,MEDIUM,MEDIUM,HIGH,HIGH,TRAF/IMP. DRUGS,CHRI NON SPEC
A126,WHITE,Non Aboriginal,MALE,34,Community,SR,FEDERAL,DETERMINATE,731,,ALBERTA,PAROLE OFFICE,MAXIMUM,MEDIUM,HIGH,MEDIUM,MEDIUM,BREAK AND ENTER,CATHOLIC - ROMA
A127,METIS,Aboriginal,MALE,29,Community,DP,FEDERAL,DETERMINATE,1340,,ALBERTA,PAROLE OFFICE,MINIMUM,MEDIUM,LOW,HIGH,HIGH,TRAF/IMP. DRUGS,NONE
A128,WHITE,Non Aboriginal,MALE,58,Community,FP,FEDERAL,DETERMINATE,4619,,QUEBEC,PAROLE OFFICE,MINIMUM,LOW,LOW,HIGH,HIGH,TRAF/IMP. DRUGS,CATH NON-SPEC
A129,WHITE,Non Aboriginal,MALE,41,Community,FP,FEDERAL,DETERMINATE,1644,,QUEBEC,PAROLE OFFICE,MINIMUM,LOW,LOW,HIGH,HIGH,CRIM CODE TRAFF,CATH NON-SPEC
A130,METIS,Aboriginal,MALE,56,Community,DP,FEDERAL,DETERMINATE,1217,,QUEBEC,PAROLE OFFICE,MINIMUM,LOW,LOW,HIGH,HIGH,TRAF/IMP. DRUGS,CATH NON-SPEC
A131,WHITE,Non Aboriginal,MALE,55,Community,FP,FEDERAL,INDETERMINATE,0,,QUEBEC,PAROLE OFFICE,MINIMUM,MEDIUM,LOW,MEDIUM,HIGH,HOMIC & RELATED,CATH NON-SPEC
A132,ARAB/WEST ASIAN,Non Aboriginal,MALE,34,Community,SR,FEDERAL,DETERMINATE,1461,,QUEBEC,PAROLE OFFICE,MEDIUM,HIGH,MEDIUM,MEDIUM,MEDIUM,BREAK AND ENTER,MUSLIM
A133,WHITE,Non Aboriginal,MALE,46,Community,SR,FEDERAL,DETERMINATE,1096,,QUEBEC,PAROLE OFFICE,MEDIUM,HIGH,HIGH,LOW,MEDIUM,OTHER CRIM.CODE,CATH NON-SPEC
A134,WHITE,Non Aboriginal,MALE,34,Community,FP,FEDERAL,DETERMINATE,1218,,QUEBEC,PAROLE OFFICE,MINIMUM,MEDIUM,MEDIUM,HIGH,MEDIUM,TRAF/IMP. DRUGS,CATH NON-SPEC
A135,METIS,Aboriginal,MALE,37,Community,SR,FEDERAL,DETERMINATE,731,,QUEBEC,PAROLE OFFICE,MINIMUM,HIGH,HIGH,LOW,MEDIUM,BREAK AND ENTER,CATH NON-SPEC
A136,WHITE,Non Aboriginal,MALE,74,Community,FP,FEDERAL,DETERMINATE,1826,,QUEBEC,PAROLE OFFICE,MINIMUM,LOW,LOW,HIGH,HIGH,SEXUAL ASSAULT,CATH NON-SPEC
A137,WHITE,Non Aboriginal,MALE,38,Community,SR,FEDERAL,DETERMINATE,912,,QUEBEC,PAROLE OFFICE,MEDIUM,HIGH,MEDIUM,MEDIUM,HIGH,MAJOR ASSAULT,CATH NON-SPEC
A138,NORTH AMERICAN,Aboriginal,MALE,33,Community,SR,FEDERAL,DETERMINATE,731,,MANITOBA,PAROLE OFFICE,MEDIUM,HIGH,MEDIUM,MEDIUM,HIGH,MAJOR ASSAULT,CATHOLIC - ROMA
A139,WHITE,Non Aboriginal,MALE,54,Community,SR,FEDERAL,DETERMINATE,732,,ALBERTA,PAROLE OFFICE,MEDIUM,HIGH,HIGH,MEDIUM,HIGH,THEFT,CATH NON-SPEC
A140,WHITE,Non Aboriginal,MALE,65,Community,FP,FEDERAL,DETERMINATE,7305,,NEW BRUNSWICK,PAROLE OFFICE,MINIMUM,LOW,LOW,HIGH,HIGH,HOMIC & RELATED,CATH NON-SPEC
A141,METIS,Aboriginal,MALE,22,Community,DP,FEDERAL,DETERMINATE,2648,,NEW BRUNSWICK,PAROLE OFFICE,MINIMUM,HIGH,MEDIUM,HIGH,HIGH,ROBBERY,CATH NON-SPEC
A142,BLACK,Non Aboriginal,MALE,51,Community,LTSO,FEDERAL,DETERMINATE,2192,,NOVA SCOTIA,PAROLE OFFICE,MINIMUM,LOW,LOW,MEDIUM,HIGH,SEXUAL ASSAULT,BAPTIST
A143,WHITE,Non Aboriginal,MALE,58,Community,FP,FEDERAL,DETERMINATE,730,,ONTARIO,PAROLE OFFICE,MINIMUM,LOW,LOW,HIGH,HIGH,FRAUD,NONE
A144,WHITE,Non Aboriginal,MALE,31,Community,SR,FEDERAL,DETERMINATE,1157,,ONTARIO,PAROLE OFFICE,MAXIMUM,MEDIUM,HIGH,LOW,MEDIUM,MAJOR ASSAULT,ATHEIST
A145,WHITE,Non Aboriginal,MALE,27,Community,SR,FEDERAL,DETERMINATE,1461,,ONTARIO,PAROLE OFFICE,MEDIUM,HIGH,HIGH,LOW,MEDIUM,MAJOR ASSAULT,GREEK ORTHODOX
A146,CARIBBEAN,Non Aboriginal,MALE,49,Community,FP,FEDERAL,DETERMINATE,1096,,BRITISH COLUMBI,PAROLE OFFICE,MINIMUM,LOW,LOW,HIGH,HIGH,OTHER CRIM.CODE,NONE
A147,BLACK,Non Aboriginal,MALE,46,Community,DP,FEDERAL,DETERMINATE,2071,,ONTARIO,PAROLE OFFICE,MINIMUM,MEDIUM,LOW,HIGH,MEDIUM,TRAF/IMP. DRUGS,NATIVE SPIRITUA
A148,BLACK,Non Aboriginal,MALE,41,Community,SR,FEDERAL,DETERMINATE,1276,,ONTARIO,PAROLE OFFICE,MEDIUM,LOW,LOW,HIGH,HIGH,TRAF/IMP. DRUGS,ANGLICAN(EPIS.
A149,WHITE,Non Aboriginal,MALE,34,Community,FP,FEDERAL,DETERMINATE,2191,,ONTARIO,PAROLE OFFICE,MEDIUM,LOW,LOW,HIGH,HIGH,TRAF/IMP. DRUGS,CATHOLIC - ROMA
A150,WHITE,Non Aboriginal,MALE,40,Community,FP,FEDERAL,DETERMINATE,731,,ONTARIO,PAROLE OFFICE,MINIMUM,LOW,LOW,HIGH,HIGH,FRAUD,NONE
A151,WHITE,Non Aboriginal,MALE,28,Community,SR,FEDERAL,DETERMINATE,776,,ONTARIO,PAROLE OFFICE,MEDIUM,HIGH,HIGH,LOW,MEDIUM,OTHER CRIM.CODE,NONE
A152,WHITE,Non Aboriginal,MALE,59,Community,FP,FEDERAL,INDETERMINATE,0,,ONTARIO,PAROLE OFFICE,MINIMUM,LOW,MEDIUM,HIGH,MEDIUM,HOMIC & RELATED,CATHOLIC - ROMA
A153,WHITE,Non Aboriginal,MALE,63,Community,FP,FEDERAL,INDETERMINATE,0,,ONTARIO,PAROLE OFFICE,MINIMUM,LOW,LOW,HIGH,HIGH,HOMIC & RELATED,ATHEIST
A154,NORTH AMERICAN,Aboriginal,MALE,52,Community,SR,FEDERAL,DETERMINATE,731,,SASKATCHEWAN,PAROLE OFFICE,MINIMUM,MEDIUM,MEDIUM,MEDIUM,MEDIUM,SEXUAL ASSAULT,
A155,S. E. ASIAN,Non Aboriginal,MALE,31,Community,FP,FEDERAL,DETERMINATE,912,,ALBERTA,PAROLE OFFICE,MINIMUM,LOW,LOW,HIGH,HIGH,TRAF/IMP. DRUGS,CATHOLIC - ROMA
A156,NORTH AMERICAN,Aboriginal,MALE,29,Community,DP,FEDERAL,DETERMINATE,1553,,BRITISH COLUMBI,PAROLE OFFICE,MEDIUM,MEDIUM,HIGH,MEDIUM,MEDIUM,ROBBERY,NONE
A157,WHITE,Non Aboriginal,MALE,48,Community,FP,FEDERAL,INDETERMINATE,0,,QUEBEC,PAROLE OFFICE,MINIMUM,MEDIUM,MEDIUM,MEDIUM,HIGH,HOMIC & RELATED,CATH NON-SPEC
A158,WHITE,Non Aboriginal,MALE,72,Community,FP,FEDERAL,DETERMINATE,731,,QUEBEC,PAROLE OFFICE,MINIMUM,MEDIUM,MEDIUM,HIGH,HIGH,SEXUAL ASSAULT,CATH NON-SPEC
A159,WHITE,Non Aboriginal,MALE,51,Community,FP,FEDERAL,INDETERMINATE,0,,QUEBEC,PAROLE OFFICE,MEDIUM,MEDIUM,LOW,MEDIUM,MEDIUM,HOMIC & RELATED,CATH NON-SPEC
A160,WHITE,Non Aboriginal,MALE,33,Community,FP,FEDERAL,DETERMINATE,821,,QUEBEC,PAROLE OFFICE,MINIMUM,MEDIUM,MEDIUM,MEDIUM,MEDIUM,TRAF/IMP. DRUGS,MUSLIM
A161,WHITE,Non Aboriginal,MALE,40,Community,FP,FEDERAL,INDETERMINATE,0,,QUEBEC,PAROLE OFFICE,MINIMUM,LOW,LOW,HIGH,HIGH,HOMIC & RELATED,PROT NON-SPEC
A162,METIS,Aboriginal,MALE,63,Community,FP,FEDERAL,DETERMINATE,731,,QUEBEC,PAROLE OFFICE,MINIMUM,MEDIUM,LOW,MEDIUM,MEDIUM,TRAF/IMP. DRUGS,CATH NON-SPEC
A163,WHITE,Non Aboriginal,MALE,56,Community,DP,FEDERAL,DETERMINATE,5479,,QUEBEC,PAROLE OFFICE,MINIMUM,LOW,LOW,HIGH,MEDIUM,TRAF/IMP. DRUGS,CATH NON-SPEC
A164,METIS,Aboriginal,MALE,41,Community,SR,FEDERAL,DETERMINATE,912,,ONTARIO,PAROLE OFFICE,MEDIUM,HIGH,MEDIUM,MEDIUM,MEDIUM,BREAK AND ENTER,NONE
A165,NORTH AMERICAN,Aboriginal,MALE,30,Community,SR,FEDERAL,DETERMINATE,973,,ALBERTA,PAROLE OFFICE,MINIMUM,MEDIUM,HIGH,MEDIUM,HIGH,SEXUAL ASSAULT,NATIVE SPIRITUA
A166,WHITE,Non Aboriginal,MALE,31,Community,SR,FEDERAL,DETERMINATE,912,,QUEBEC,PAROLE OFFICE,MEDIUM,HIGH,HIGH,MEDIUM,MEDIUM,BREAK AND ENTER,CATH NON-SPEC
A167,WHITE,Non Aboriginal,MALE,47,Community,SR,FEDERAL,DETERMINATE,731,,QUEBEC,PAROLE OFFICE,MINIMUM,HIGH,HIGH,MEDIUM,HIGH,BREAK AND ENTER,CATH NON-SPEC
A168,NORTH AMERICAN,Aboriginal,FEMALE,27,Community,SR,FEDERAL,DETERMINATE,1052,,SASKATCHEWAN,PAROLE OFFICE,MINIMUM,MEDIUM,LOW,MEDIUM,HIGH,ROBBERY,CATHOLIC - ROMA
A169,BLACK,Non Aboriginal,MALE,28,Community,DP,FEDERAL,DETERMINATE,1369,,ALBERTA,PAROLE OFFICE,MINIMUM,LOW,MEDIUM,HIGH,HIGH,TRAF/IMP. DRUGS,CHRI NON SPEC
A170,NORTH AMERICAN,Aboriginal,MALE,51,Community,SR,FEDERAL,DETERMINATE,732,,NFLD AND LAB,PAROLE OFFICE,MEDIUM,HIGH,MEDIUM,MEDIUM,MEDIUM,OTHER CRIM.CODE,CHRI NON SPEC
A171,WHITE,Non Aboriginal,MALE,33,Community,SR,FEDERAL,DETERMINATE,1476,,NOVA SCOTIA,PAROLE OFFICE,MINIMUM,HIGH,HIGH,MEDIUM,HIGH,THEFT,CATHOLIC - ROMA
A172,EURO.-EASTERN,Non Aboriginal,MALE,73,Community,FP,FEDERAL,INDETERMINATE,0,,BRITISH COLUMBI,PAROLE OFFICE,MINIMUM,LOW,LOW,HIGH,HIGH,ROBBERY,OTHER
A173,WHITE,Non Aboriginal,MALE,56,Community,FP,FEDERAL,INDETERMINATE,0,,BRITISH COLUMBI,PAROLE OFFICE,MEDIUM,LOW,LOW,HIGH,HIGH,HOMIC & RELATED,CATHOLIC - ROMA
A174,WHITE,Non Aboriginal,MALE,49,Community,FP,FEDERAL,INDETERMINATE,0,,BRITISH COLUMBI,PAROLE OFFICE,MINIMUM,MEDIUM,MEDIUM,MEDIUM,HIGH,HOMIC & RELATED,CATH NON-SPEC
A175,WHITE,Non Aboriginal,MALE,73,Community,FP,FEDERAL,INDETERMINATE,0,,BRITISH COLUMBI,PAROLE OFFICE,,LOW,LOW,HIGH,HIGH,HOMIC & RELATED,PROT NON-SPEC
A176,WHITE,Non Aboriginal,MALE,71,Community,FP,FEDERAL,INDETERMINATE,0,,BRITISH COLUMBI,PAROLE OFFICE,,LOW,LOW,HIGH,HIGH,HOMIC & RELATED,PROT NON-SPEC
A177,METIS,Aboriginal,MALE,21,Community,SR,FEDERAL,DETERMINATE,1150,,BRITISH COLUMBI,PAROLE OFFICE,MEDIUM,MEDIUM,HIGH,MEDIUM,HIGH,MAJOR ASSAULT,NONE
A178,ARAB/WEST ASIAN,Non Aboriginal,MALE,38,Community,SR,FEDERAL,DETERMINATE,2191,,ONTARIO,PAROLE OFFICE,MEDIUM,HIGH,MEDIUM,MEDIUM,MEDIUM,ATTEMPT. MURDER,CATHOLIC - ROMA
A179,WHITE,Non Aboriginal,MALE,51,Community,DP,FEDERAL,INDETERMINATE,0,,ONTARIO,PAROLE OFFICE,MINIMUM,LOW,LOW,HIGH,HIGH,HOMIC & RELATED,PAGAN
A180,WHITE,Non Aboriginal,MALE,64,Community,FP,FEDERAL,DETERMINATE,7239,,ONTARIO,PAROLE OFFICE,MEDIUM,LOW,LOW,HIGH,HIGH,TRAF/IMP. DRUGS,NONE
A181,WHITE,Non Aboriginal,FEMALE,31,Community,FP,FEDERAL,DETERMINATE,1096,,ONTARIO,PAROLE OFFICE,MINIMUM,LOW,LOW,HIGH,HIGH,TRAF/IMP. DRUGS,NONE
A182,WHITE,Non Aboriginal,MALE,29,Community,SR,FEDERAL,DETERMINATE,2922,,ONTARIO,PAROLE OFFICE,MAXIMUM,HIGH,HIGH,LOW,MEDIUM,ROBBERY,MUSLIM
A183,WHITE,Non Aboriginal,MALE,59,Community,DP,FEDERAL,INDETERMINATE,0,,ONTARIO,PAROLE OFFICE,MINIMUM,MEDIUM,MEDIUM,MEDIUM,HIGH,HOMIC & RELATED,PROT NON-SPEC
A184,WHITE,Non Aboriginal,MALE,24,Community,DP,FEDERAL,DETERMINATE,2496,,ONTARIO,PAROLE OFFICE,MEDIUM,HIGH,MEDIUM,MEDIUM,HIGH,HOMIC & RELATED,CHRI NON SPEC
A185,METIS,Aboriginal,FEMALE,43,Community,DP,FEDERAL,DETERMINATE,912,,ALBERTA,PAROLE OFFICE,MINIMUM,MEDIUM,LOW,MEDIUM,HIGH,TRAF/IMP. DRUGS,CATHOLIC - ROMA
A186,METIS,Aboriginal,MALE,76,Community,FP,FEDERAL,INDETERMINATE,0,,MANITOBA,PAROLE OFFICE,MINIMUM,LOW,LOW,HIGH,HIGH,HOMIC & RELATED,CATH NON-SPEC
A187,WHITE,Non Aboriginal,MALE,73,Community,LTSO,FEDERAL,DETERMINATE,3652,,QUEBEC,COMMUNITY CORRE,MEDIUM,HIGH,HIGH,LOW,MEDIUM,SEXUAL ABUSE,CATH NON-SPEC
A188,WHITE,Non Aboriginal,MALE,47,Community,DP,FEDERAL,DETERMINATE,974,,QUEBEC,PAROLE OFFICE,MINIMUM,MEDIUM,MEDIUM,HIGH,HIGH,THEFT,CHRI NON SPEC
A189,WHITE,Non Aboriginal,MALE,48,Community,DP,FEDERAL,DETERMINATE,730,,QUEBEC,COMMUNITY CORRE,MINIMUM,HIGH,MEDIUM,MEDIUM,MEDIUM,BREAK AND ENTER,NONE
A190,WHITE,Non Aboriginal,MALE,50,Community,FP,FEDERAL,INDETERMINATE,0,,QUEBEC,PAROLE OFFICE,MINIMUM,LOW,LOW,HIGH,HIGH,HOMIC & RELATED,CATH NON-SPEC
A191,METIS,Aboriginal,MALE,47,Community,FP,FEDERAL,INDETERMINATE,0,,QUEBEC,PAROLE OFFICE,MINIMUM,LOW,LOW,HIGH,HIGH,HOMIC & RELATED,CATH NON-SPEC
A192,WHITE,Non Aboriginal,MALE,41,Community,SR,FEDERAL,DETERMINATE,1660,,QUEBEC,PAROLE OFFICE,MINIMUM,MEDIUM,MEDIUM,HIGH,MEDIUM,CRIM CODE TRAFF,CATH NON-SPEC
A193,METIS,Aboriginal,MALE,30,Community,SR,FEDERAL,DETERMINATE,740,,QUEBEC,PAROLE OFFICE,MAXIMUM,HIGH,MEDIUM,LOW,LOW,CRIM CODE TRAFF,CATH NON-SPEC
A194,BLACK,Non Aboriginal,MALE,35,Community,SR,FEDERAL,DETERMINATE,854,,ALBERTA,PAROLE OFFICE,MEDIUM,HIGH,HIGH,LOW,LOW,MAJOR ASSAULT,
A195,WHITE,Non Aboriginal,FEMALE,64,Community,FP,FEDERAL,INDETERMINATE,0,,ALBERTA,PAROLE OFFICE,MEDIUM,LOW,LOW,HIGH,MEDIUM,HOMIC & RELATED,BAPTIST
A196,NORTH AMERICAN,Aboriginal,MALE,20,Community,SR,FEDERAL,DETERMINATE,731,,SASKATCHEWAN,PAROLE OFFICE,MEDIUM,MEDIUM,HIGH,MEDIUM,MEDIUM,BREAK AND ENTER,
A197,WHITE,Non Aboriginal,MALE,56,Community,FP,FEDERAL,INDETERMINATE,0,,MANITOBA,PAROLE OFFICE,MINIMUM,LOW,LOW,HIGH,HIGH,HOMIC & RELATED,CATH NON-SPEC
A198,WHITE,Non Aboriginal,FEMALE,38,Community,FP,FEDERAL,DETERMINATE,913,,NOVA SCOTIA,PAROLE OFFICE,MINIMUM,HIGH,LOW,MEDIUM,HIGH,OTHER CRIM.CODE,SALVATION ARMY
A199,WHITE,Non Aboriginal,MALE,69,Community,SR,FEDERAL,DETERMINATE,731,,NOVA SCOTIA,PAROLE OFFICE,MEDIUM,LOW,MEDIUM,HIGH,HIGH,TRAF/IMP. DRUGS,CATH NON-SPEC
A200,WHITE,Non Aboriginal,MALE,47,Community,FP,FEDERAL,DETERMINATE,1826,,NFLD AND LAB,PAROLE OFFICE,,LOW,MEDIUM,HIGH,HIGH,TRAF/IMP. DRUGS,CATH NON-SPEC
A201,BLACK,Non Aboriginal,MALE,33,Community,SR,FEDERAL,DETERMINATE,1826,,ONTARIO,COMMUNITY CORRE,MEDIUM,HIGH,HIGH,MEDIUM,MEDIUM,TRAF/IMP. DRUGS,MUSLIM
A202,WHITE,Non Aboriginal,MALE,30,Community,FP,FEDERAL,INDETERMINATE,0,,BRITISH COLUMBI,PAROLE OFFICE,MINIMUM,MEDIUM,LOW,HIGH,HIGH,HOMIC & RELATED,NOT STATED
A203,WHITE,Non Aboriginal,MALE,28,Community,SR,FEDERAL,DETERMINATE,732,,BRITISH COLUMBI,PAROLE OFFICE,MEDIUM,HIGH,HIGH,LOW,MEDIUM,BREAK AND ENTER,NONE
A204,NORTH AMERICAN,Aboriginal,MALE,71,Community,FP,FEDERAL,DETERMINATE,43761,,BRITISH COLUMBI,PAROLE OFFICE,MINIMUM,LOW,LOW,HIGH,HIGH,OTHER CRIM.CODE,BAPTIST
A205,CHINESE,Non Aboriginal,MALE,40,Community,DP,FEDERAL,DETERMINATE,1785,,BRITISH COLUMBI,PAROLE OFFICE,MINIMUM,MEDIUM,LOW,HIGH,MEDIUM,TRAF/IMP. DRUGS,BUDDHIST
A206,WHITE,Non Aboriginal,MALE,32,Community,DP,FEDERAL,DETERMINATE,1096,,BRITISH COLUMBI,PAROLE OFFICE,MINIMUM,HIGH,MEDIUM,MEDIUM,MEDIUM,ROBBERY,CHRI NON SPEC
A207,WHITE,Non Aboriginal,MALE,52,Community,FP,FEDERAL,INDETERMINATE,0,,BRITISH COLUMBI,PAROLE OFFICE,MINIMUM,LOW,LOW,HIGH,HIGH,HOMIC & RELATED,CATH NON-SPEC
A208,WHITE,Non Aboriginal,MALE,23,Community,SR,FEDERAL,DETERMINATE,731,,ONTARIO,PAROLE OFFICE,MINIMUM,MEDIUM,MEDIUM,MEDIUM,MEDIUM,TRAF/IMP. DRUGS,NONE
A209,NORTH AMERICAN,Aboriginal,MALE,46,Community,SR,FEDERAL,DETERMINATE,365,,ONTARIO,COMMUNITY CORRE,MEDIUM,HIGH,HIGH,LOW,MEDIUM,COMMON ASSAULT,
A210,WHITE,Non Aboriginal,MALE,56,Community,LTSO,FEDERAL,DETERMINATE,365,,ONTARIO,PAROLE OFFICE,,MEDIUM,HIGH,MEDIUM,MEDIUM,MAJOR ASSAULT,PROT NON-SPEC
A211,INUIT,Aboriginal,MALE,39,Community,DP,FEDERAL,INDETERMINATE,0,,ONTARIO,PAROLE OFFICE,MINIMUM,HIGH,HIGH,MEDIUM,MEDIUM,HOMIC & RELATED,NATIVE SPIRITUA
A212,NORTH AMERICAN,Aboriginal,MALE,41,Community,FP,FEDERAL,DETERMINATE,1096,,ONTARIO,PAROLE OFFICE,MINIMUM,LOW,LOW,HIGH,HIGH,WEAPON & EXPLOS,NONE
A213,WHITE,Non Aboriginal,MALE,40,Community,LTSO,FEDERAL,DETERMINATE,1826,,ONTARIO,COMMUNITY CORRE,MEDIUM,HIGH,HIGH,LOW,MEDIUM,SEXUAL ASSAULT,NONE
A214,WHITE,Non Aboriginal,MALE,35,Community,FP,FEDERAL,INDETERMINATE,0,,ONTARIO,PAROLE OFFICE,MINIMUM,LOW,LOW,HIGH,MEDIUM,HOMIC & RELATED,CATHOLIC - ROMA
A215,WHITE,Non Aboriginal,MALE,52,Community,FP,FEDERAL,INDETERMINATE,0,,ONTARIO,PAROLE OFFICE,MINIMUM,LOW,LOW,HIGH,HIGH,HOMIC & RELATED,
A216,WHITE,Non Aboriginal,MALE,49,Community,FP,FEDERAL,INDETERMINATE,0,,ONTARIO,PAROLE OFFICE,MINIMUM,LOW,LOW,HIGH,HIGH,HOMIC & RELATED,CATH NON-SPEC
A217,NORTH AMERICAN,Aboriginal,MALE,28,Community,SR,FEDERAL,DETERMINATE,1522,,ALBERTA,PAROLE OFFICE,MEDIUM,HIGH,HIGH,LOW,MEDIUM,ROBBERY,NOT STATED
A218,SOUTH ASIAN,Non Aboriginal,MALE,43,Community,DP,FEDERAL,DETERMINATE,730,,ALBERTA,PAROLE OFFICE,MINIMUM,MEDIUM,LOW,HIGH,HIGH,TRAF/IMP. DRUGS,CATH NON-SPEC
A219,METIS,Aboriginal,MALE,24,Community,SR,FEDERAL,DETERMINATE,881,,ALBERTA,PAROLE OFFICE,MEDIUM,MEDIUM,MEDIUM,MEDIUM,MEDIUM,WEAPON & EXPLOS,NONE
A220,WHITE,Non Aboriginal,MALE,23,Community,FP,FEDERAL,DETERMINATE,1642,,MANITOBA,PAROLE OFFICE,MINIMUM,LOW,LOW,HIGH,HIGH,ROBBERY,NONE
A221,WHITE,Non Aboriginal,MALE,49,Community,FP,FEDERAL,DETERMINATE,1672,,QUEBEC,PAROLE OFFICE,MINIMUM,LOW,LOW,HIGH,HIGH,COMMON ASSAULT,CATH NON-SPEC
A222,WHITE,Non Aboriginal,MALE,61,Community,FP,FEDERAL,INDETERMINATE,0,,QUEBEC,PAROLE OFFICE,,LOW,LOW,HIGH,HIGH,HOMIC & RELATED,PROT NON-SPEC
A223,WHITE,Non Aboriginal,MALE,59,Community,FP,FEDERAL,INDETERMINATE,0,,QUEBEC,PAROLE OFFICE,MINIMUM,LOW,LOW,MEDIUM,HIGH,HOMIC & RELATED,CATH NON-SPEC
A224,WHITE,Non Aboriginal,MALE,64,Community,FP,FEDERAL,INDETERMINATE,0,,QUEBEC,PAROLE OFFICE,,LOW,LOW,HIGH,HIGH,ROBBERY,CATH NON-SPEC
A225,WHITE,Non Aboriginal,MALE,59,Community,FP,FEDERAL,INDETERMINATE,0,,QUEBEC,PAROLE OFFICE,,LOW,LOW,HIGH,HIGH,HOMIC & RELATED,CATH NON-SPEC
A226,NORTH AMERICAN,Aboriginal,MALE,32,Community,SR,FEDERAL,DETERMINATE,853,,QUEBEC,PAROLE OFFICE,MEDIUM,HIGH,HIGH,LOW,MEDIUM,SEXUAL ASSAULT,CATH NON-SPEC
A227,WHITE,Non Aboriginal,MALE,64,Community,DP,FEDERAL,INDETERMINATE,0,,QUEBEC,COMMUNITY CORRE,MINIMUM,HIGH,LOW,MEDIUM,MEDIUM,HOMIC & RELATED,CATH NON-SPEC
A228,WHITE,Non Aboriginal,MALE,43,Community,SR,FEDERAL,DETERMINATE,1750,,QUEBEC,PAROLE OFFICE,MEDIUM,HIGH,MEDIUM,MEDIUM,MEDIUM,TRAF/IMP. DRUGS,CATH NON-SPEC
A229,NORTH AMERICAN,Aboriginal,MALE,52,Community,SR,FEDERAL,DETERMINATE,915,,SASKATCHEWAN,PAROLE OFFICE,MINIMUM,MEDIUM,MEDIUM,HIGH,HIGH,IMPAIR. DRIVING,NATIVE SPIRITUA
A230,FILIPINO,Non Aboriginal,MALE,28,Community,FP,FEDERAL,DETERMINATE,2496,,MANITOBA,PAROLE OFFICE,MINIMUM,LOW,MEDIUM,MEDIUM,HIGH,TRAF/IMP. DRUGS,CATHOLIC - ROMA
A231,WHITE,Non Aboriginal,MALE,56,Community,DP,FEDERAL,DETERMINATE,2557,,ALBERTA,PAROLE OFFICE,MINIMUM,MEDIUM,MEDIUM,HIGH,HIGH,SEXUAL ASSAULT,UNITED CHURCH
A232,WHITE,Non Aboriginal,MALE,47,Community,SR,FEDERAL,DETERMINATE,731,,NEW BRUNSWICK,PAROLE OFFICE,MINIMUM,HIGH,LOW,MEDIUM,MEDIUM,BREAK AND ENTER,UNITED CHURCH
A233,WHITE,Non Aboriginal,MALE,35,Community,FP,FEDERAL,DETERMINATE,1461,,NFLD AND LAB,PAROLE OFFICE,,LOW,MEDIUM,HIGH,HIGH,ROBBERY,CATHOLIC - ROMA
