Number,Race,Race Grouping,Gender,Age,In Custody/Community,Supervision Type,Jurisdiction,Sentence Type,Aggregate Sentence Length,Institutional Security Level,Province,Location Type,Offender Security Level,Dynamic/Need,Static/Risk,Reintegration Potential,Motivation,Major Offence Group,Religion
B117,WHITE,Non Aboriginal,FEMALE,21,Community,FP,FEDERAL,DETERMINATE,1431,,ALBERTA,PAROLE OFFICE,MINIMUM,MEDIUM,MEDIUM,HIGH,HIGH,TRAF/IMP. DRUGS,CHRI NON SPEC
B118,WHITE,Non Aboriginal,MALE,42,Community,FP,FEDERAL,DETERMINATE,1644,,QUEBEC,PAROLE OFFICE,MINIMUM,LOW,LOW,HIGH,HIGH,CRIM CODE TRAFF,CATH NON-SPEC
B119,WHITE,Non Aboriginal,MALE,37,Community,SR,FEDERAL,DETERMINATE,1651,,SASKATCHEWAN,PAROLE OFFICE,MEDIUM,MEDIUM,MEDIUM,MEDIUM,HIGH,BREAK AND ENTER,CHRI NON SPEC
B120,WHITE,Non Aboriginal,MALE,46,Community,SR,FEDERAL,DETERMINATE,4423,,QUEBEC,PAROLE OFFICE,MEDIUM,HIGH,HIGH,LOW,HIGH,ROBBERY,JUDAISM
B121,WHITE,Non Aboriginal,MALE,47,Community,LTSO,FEDERAL,DETERMINATE,1096,MEDIUM,QUEBEC,FEDERAL INSTITU,MEDIUM,HIGH,HIGH,LOW,LOW,OTHER CRIM.CODE,CATH NON-SPEC
B122,WHITE,Non Aboriginal,MALE,35,Community,FP,FEDERAL,DETERMINATE,1218,,QUEBEC,PAROLE OFFICE,MINIMUM,MEDIUM,MEDIUM,HIGH,MEDIUM,TRAF/IMP. DRUGS,CATH NON-SPEC
B123,WHITE,Non Aboriginal,MALE,28,Community,DP,FEDERAL,DETERMINATE,730,,QUEBEC,PAROLE OFFICE,MINIMUM,MEDIUM,MEDIUM,HIGH,MEDIUM,ROBBERY,CATH NON-SPEC
B124,METIS,Aboriginal,MALE,35,Community,SR,FEDERAL,DETERMINATE,883,,QUEBEC,PAROLE OFFICE,MEDIUM,HIGH,MEDIUM,MEDIUM,LOW,WEAPON & EXPLOS,CATH NON-SPEC
B125,METIS,Aboriginal,MALE,57,Community,FP,FEDERAL,DETERMINATE,1217,,QUEBEC,PAROLE OFFICE,MINIMUM,LOW,LOW,HIGH,HIGH,TRAF/IMP. DRUGS,CATH NON-SPEC
B126,WHITE,Non Aboriginal,MALE,56,Community,FP,FEDERAL,INDETERMINATE,0,,QUEBEC,PAROLE OFFICE,MINIMUM,MEDIUM,LOW,MEDIUM,HIGH,HOMIC & RELATED,CATH NON-SPEC
B127,WHITE,Non Aboriginal,MALE,26,Community,SR,FEDERAL,DETERMINATE,1795,,QUEBEC,PAROLE OFFICE,MAXIMUM,HIGH,HIGH,LOW,MEDIUM,ROBBERY,NONE
B128,WHITE,Non Aboriginal,MALE,59,Community,FP,FEDERAL,DETERMINATE,4619,,QUEBEC,PAROLE OFFICE,MINIMUM,LOW,LOW,HIGH,HIGH,TRAF/IMP. DRUGS,CATH NON-SPEC
B129,WHITE,Non Aboriginal,MALE,66,Community,FP,FEDERAL,DETERMINATE,7305,,NEW BRUNSWICK,PAROLE OFFICE,MINIMUM,LOW,LOW,HIGH,HIGH,HOMIC & RELATED,CATH NON-SPEC
B130,NORTH AMERICAN,Aboriginal,MALE,31,Community,SR,FEDERAL,DETERMINATE,3270,,NEW BRUNSWICK,PAROLE OFFICE,MEDIUM,MEDIUM,HIGH,LOW,MEDIUM,HOMIC & RELATED,
B131,NORTH AMERICAN,Aboriginal,FEMALE,42,Community,SR,FEDERAL,DETERMINATE,1095,,NOVA SCOTIA,PAROLE OFFICE,MEDIUM,HIGH,HIGH,LOW,MEDIUM,BREAK AND ENTER,NONE
B132,METIS,Aboriginal,MALE,23,Community,FP,FEDERAL,DETERMINATE,2648,,NEW BRUNSWICK,PAROLE OFFICE,MINIMUM,HIGH,MEDIUM,HIGH,HIGH,ROBBERY,CATH NON-SPEC
B133,BLACK,Non Aboriginal,MALE,52,Community,LTSO,FEDERAL,DETERMINATE,2192,,NOVA SCOTIA,PAROLE OFFICE,MINIMUM,LOW,LOW,MEDIUM,HIGH,SEXUAL ASSAULT,BAPTIST
B134,BLACK,Non Aboriginal,MALE,29,Community,SR,FEDERAL,DETERMINATE,1369,,ONTARIO,PAROLE OFFICE,MINIMUM,HIGH,MEDIUM,MEDIUM,MEDIUM,WEAPON & EXPLOS,CHRISTIAN REFOR
B135,WHITE,Non Aboriginal,MALE,28,Community,FP,FEDERAL,DETERMINATE,2192,,ONTARIO,PAROLE OFFICE,MINIMUM,MEDIUM,MEDIUM,HIGH,HIGH,MAJOR ASSAULT,CHRISTIAN REFOR
B136,NORTH AMERICAN,Aboriginal,MALE,40,Community,SR,FEDERAL,DETERMINATE,912,,ONTARIO,PAROLE OFFICE,MEDIUM,MEDIUM,HIGH,MEDIUM,HIGH,IMPAIR. DRIVING,CATHOLIC - ROMA
B137,WHITE,Non Aboriginal,MALE,64,Community,FP,FEDERAL,INDETERMINATE,0,,ONTARIO,PAROLE OFFICE,MINIMUM,LOW,LOW,HIGH,HIGH,HOMIC & RELATED,ATHEIST
B138,WHITE,Non Aboriginal,MALE,52,Community,SR,FEDERAL,DETERMINATE,1467,,ONTARIO,PAROLE OFFICE,MEDIUM,MEDIUM,MEDIUM,LOW,MEDIUM,CRIM CODE TRAFF,NONE
B139,WHITE,Non Aboriginal,MALE,35,Community,FP,FEDERAL,DETERMINATE,2191,,ONTARIO,PAROLE OFFICE,MEDIUM,LOW,LOW,HIGH,HIGH,TRAF/IMP. DRUGS,CATHOLIC - ROMA
B140,WHITE,Non Aboriginal,MALE,59,Community,FP,FEDERAL,DETERMINATE,730,,ONTARIO,PAROLE OFFICE,MINIMUM,LOW,LOW,HIGH,HIGH,FRAUD,NONE
B141,WHITE,Non Aboriginal,MALE,28,Community,SR,FEDERAL,DETERMINATE,1461,,ONTARIO,PAROLE OFFICE,MEDIUM,MEDIUM,HIGH,MEDIUM,HIGH,MAJOR ASSAULT,GREEK ORTHODOX
B142,WHITE,Non Aboriginal,MALE,57,Community,FP,FEDERAL,DETERMINATE,1277,,BRITISH COLUMBI,PAROLE OFFICE,MINIMUM,LOW,LOW,HIGH,HIGH,OTHER CRIM.CODE,NONE
B143,NORTH AMERICAN,Aboriginal,MALE,30,Community,DP,FEDERAL,DETERMINATE,1553,,BRITISH COLUMBI,PAROLE OFFICE,MEDIUM,MEDIUM,HIGH,MEDIUM,MEDIUM,ROBBERY,NONE
B144,NORTH AMERICAN,Aboriginal,MALE,33,Community,DP,FEDERAL,DETERMINATE,838,,BRITISH COLUMBI,PAROLE OFFICE,MEDIUM,MEDIUM,HIGH,MEDIUM,HIGH,HOMIC & RELATED,NATIVE SPIRITUA
B145,WHITE,Non Aboriginal,MALE,34,Community,FP,FEDERAL,DETERMINATE,1278,,BRITISH COLUMBI,PAROLE OFFICE,MINIMUM,LOW,LOW,HIGH,HIGH,TRAF/IMP. DRUGS,NONE
B146,WHITE,Non Aboriginal,FEMALE,47,Community,FP,FEDERAL,DETERMINATE,1126,,ALBERTA,PAROLE OFFICE,MEDIUM,LOW,LOW,MEDIUM,HIGH,TRAF/IMP. DRUGS,NONE
B147,BLACK,Non Aboriginal,MALE,29,Community,FP,FEDERAL,DETERMINATE,1369,,ALBERTA,PAROLE OFFICE,MINIMUM,LOW,LOW,HIGH,HIGH,TRAF/IMP. DRUGS,CHRI NON SPEC
B148,BLACK,Non Aboriginal,MALE,22,Community,SR,FEDERAL,DETERMINATE,774,,ALBERTA,PAROLE OFFICE,MEDIUM,MEDIUM,MEDIUM,HIGH,MEDIUM,TRAF/IMP. DRUGS,MUSLIM
B149,WHITE,Non Aboriginal,MALE,49,Community,FP,FEDERAL,INDETERMINATE,0,,QUEBEC,PAROLE OFFICE,MINIMUM,MEDIUM,MEDIUM,MEDIUM,HIGH,HOMIC & RELATED,CATH NON-SPEC
B150,METIS,Aboriginal,MALE,40,Community,DP,FEDERAL,DETERMINATE,1156,,ALBERTA,PAROLE OFFICE,MINIMUM,MEDIUM,HIGH,HIGH,MEDIUM,SEXUAL ASSAULT,NOT STATED
B151,WHITE,Non Aboriginal,MALE,45,Community,SR,FEDERAL,DETERMINATE,3722,,QUEBEC,PAROLE OFFICE,MEDIUM,MEDIUM,MEDIUM,MEDIUM,MEDIUM,ROBBERY,CATH NON-SPEC
B152,WHITE,Non Aboriginal,MALE,28,Community,SR,FEDERAL,DETERMINATE,1023,,MANITOBA,PAROLE OFFICE,MEDIUM,HIGH,MEDIUM,MEDIUM,MEDIUM,MAJOR ASSAULT,PROT NON-SPEC
B153,WHITE,Non Aboriginal,MALE,57,Community,FP,FEDERAL,DETERMINATE,5479,,QUEBEC,PAROLE OFFICE,MINIMUM,LOW,LOW,HIGH,MEDIUM,TRAF/IMP. DRUGS,CATH NON-SPEC
B154,WHITE,Non Aboriginal,MALE,52,Community,FP,FEDERAL,INDETERMINATE,0,,QUEBEC,PAROLE OFFICE,MEDIUM,MEDIUM,LOW,MEDIUM,MEDIUM,HOMIC & RELATED,CATH NON-SPEC
B155,WHITE,Non Aboriginal,MALE,62,Community,SR,FEDERAL,DETERMINATE,7671,,QUEBEC,PAROLE OFFICE,MEDIUM,MEDIUM,HIGH,LOW,MEDIUM,MAJOR ASSAULT,CATHOLIC - ROMA
B156,WHITE,Non Aboriginal,MALE,41,Community,FP,FEDERAL,INDETERMINATE,0,,QUEBEC,PAROLE OFFICE,MINIMUM,LOW,LOW,HIGH,HIGH,HOMIC & RELATED,PROT NON-SPEC
B157,WHITE,Non Aboriginal,MALE,37,Community,DP,FEDERAL,DETERMINATE,1219,,NOVA SCOTIA,PAROLE OFFICE,MINIMUM,MEDIUM,HIGH,MEDIUM,MEDIUM,TRAF/IMP. DRUGS,CATHOLIC - ROMA
B158,NORTH AMERICAN,Aboriginal,MALE,22,Community,DP,FEDERAL,DETERMINATE,1642,,NEW BRUNSWICK,PAROLE OFFICE,MEDIUM,MEDIUM,MEDIUM,HIGH,HIGH,ROBBERY,PENTECOSTAL ASS
B159,BLACK,Non Aboriginal,MALE,32,Community,FP,FEDERAL,DETERMINATE,2375,,NOVA SCOTIA,PAROLE OFFICE,MINIMUM,MEDIUM,MEDIUM,MEDIUM,HIGH,MAJOR ASSAULT,BAPTIST
B160,WHITE,Non Aboriginal,MALE,55,Community,FP,FEDERAL,DETERMINATE,912,,ONTARIO,PAROLE OFFICE,MINIMUM,LOW,LOW,HIGH,HIGH,SEXUAL ASSAULT,CHRI NON SPEC
B161,WHITE,Non Aboriginal,FEMALE,66,Community,DP,FEDERAL,DETERMINATE,730,,ONTARIO,PAROLE OFFICE,MINIMUM,MEDIUM,LOW,HIGH,HIGH,FRAUD,ANGLICAN(EPIS.
B162,WHITE,Non Aboriginal,MALE,65,Community,FP,FEDERAL,DETERMINATE,7239,,ONTARIO,PAROLE OFFICE,MEDIUM,LOW,LOW,HIGH,HIGH,TRAF/IMP. DRUGS,NONE
B163,WHITE,Non Aboriginal,MALE,60,Community,DP,FEDERAL,INDETERMINATE,0,,ONTARIO,PAROLE OFFICE,MINIMUM,LOW,LOW,MEDIUM,HIGH,HOMIC & RELATED,PROT NON-SPEC
B164,BLACK,Non Aboriginal,MALE,46,Community,DP,FEDERAL,DETERMINATE,1185,,ONTARIO,PAROLE OFFICE,MEDIUM,MEDIUM,MEDIUM,MEDIUM,HIGH,TRAF/IMP. DRUGS,CATHOLIC - ROMA
B165,WHITE,Non Aboriginal,MALE,25,Community,SR,FEDERAL,DETERMINATE,2496,,ONTARIO,PAROLE OFFICE,MEDIUM,MEDIUM,MEDIUM,MEDIUM,HIGH,HOMIC & RELATED,CHRI NON SPEC
B166,WHITE,Non Aboriginal,MALE,57,Community,FP,FEDERAL,INDETERMINATE,0,,BRITISH COLUMBI,PAROLE OFFICE,MEDIUM,LOW,LOW,HIGH,HIGH,HOMIC & RELATED,CATHOLIC - ROMA
B167,WHITE,Non Aboriginal,MALE,56,Community,FP,FEDERAL,DETERMINATE,1095,,ONTARIO,PAROLE OFFICE,MINIMUM,LOW,LOW,HIGH,HIGH,MORALS-SEXUAL,CATHOLIC - ROMA
B168,WHITE,Non Aboriginal,MALE,30,Community,SR,FEDERAL,DETERMINATE,2922,,ONTARIO,PAROLE OFFICE,MAXIMUM,HIGH,MEDIUM,LOW,HIGH,ROBBERY,MUSLIM
B169,METIS,Aboriginal,MALE,22,Community,SR,FEDERAL,DETERMINATE,1220,,BRITISH COLUMBI,PAROLE OFFICE,MEDIUM,MEDIUM,HIGH,MEDIUM,MEDIUM,MAJOR ASSAULT,NONE
B170,EURO.-EASTERN,Non Aboriginal,MALE,74,Community,FP,FEDERAL,INDETERMINATE,0,,BRITISH COLUMBI,PAROLE OFFICE,MINIMUM,LOW,LOW,HIGH,MEDIUM,ROBBERY,OTHER
B171,WHITE,Non Aboriginal,MALE,72,Community,FP,FEDERAL,INDETERMINATE,0,,BRITISH COLUMBI,PAROLE OFFICE,,LOW,LOW,HIGH,HIGH,HOMIC & RELATED,PROT NON-SPEC
B172,WHITE,Non Aboriginal,MALE,50,Community,FP,FEDERAL,INDETERMINATE,0,,BRITISH COLUMBI,PAROLE OFFICE,MINIMUM,MEDIUM,MEDIUM,MEDIUM,HIGH,HOMIC & RELATED,CATH NON-SPEC
B173,WHITE,Non Aboriginal,MALE,74,Community,FP,FEDERAL,INDETERMINATE,0,,BRITISH COLUMBI,PAROLE OFFICE,,LOW,LOW,HIGH,HIGH,HOMIC & RELATED,PROT NON-SPEC
B174,NORTH AMERICAN,Aboriginal,MALE,33,Community,SR,FEDERAL,DETERMINATE,1339,,MANITOBA,PAROLE OFFICE,MEDIUM,HIGH,MEDIUM,MEDIUM,MEDIUM,WEAPON & EXPLOS,NATIVE SPIRITUA
B175,WHITE,Non Aboriginal,MALE,39,Community,DP,FEDERAL,DETERMINATE,945,,ALBERTA,PAROLE OFFICE,MINIMUM,LOW,MEDIUM,HIGH,HIGH,TRAF/IMP. DRUGS,NOT STATED
B176,WHITE,Non Aboriginal,MALE,32,Community,SR,FEDERAL,DETERMINATE,730,,MANITOBA,PAROLE OFFICE,MINIMUM,MEDIUM,MEDIUM,MEDIUM,MEDIUM,TRAF/IMP. DRUGS,NONE
B177,NORTH AMERICAN,Aboriginal,MALE,27,Community,SR,FEDERAL,DETERMINATE,1461,,SASKATCHEWAN,COMMUNITY CORRE,MEDIUM,MEDIUM,HIGH,MEDIUM,MEDIUM,MAJOR ASSAULT,
B178,NORTH AMERICAN,Aboriginal,MALE,26,Community,SR,FEDERAL,DETERMINATE,1065,,ONTARIO,PAROLE OFFICE,MINIMUM,MEDIUM,MEDIUM,HIGH,HIGH,HOMIC & RELATED,NONE
B179,WHITE,Non Aboriginal,MALE,21,Community,SR,FEDERAL,DETERMINATE,784,,ALBERTA,PAROLE OFFICE,MEDIUM,HIGH,MEDIUM,MEDIUM,MEDIUM,CRIM CODE TRAFF,NONE
B180,WHITE,Non Aboriginal,MALE,30,Community,FP,FEDERAL,DETERMINATE,2115,,ALBERTA,PAROLE OFFICE,MINIMUM,LOW,LOW,MEDIUM,MEDIUM,TRAF/IMP. DRUGS,NONE
B181,WHITE,Non Aboriginal,FEMALE,65,Community,FP,FEDERAL,INDETERMINATE,0,,ALBERTA,PAROLE OFFICE,MEDIUM,LOW,LOW,HIGH,MEDIUM,HOMIC & RELATED,BAPTIST
B182,WHITE,Non Aboriginal,MALE,74,Community,LTSO,FEDERAL,DETERMINATE,3652,,QUEBEC,PAROLE OFFICE,MEDIUM,HIGH,HIGH,LOW,MEDIUM,SEXUAL ABUSE,CATH NON-SPEC
B183,WHITE,Non Aboriginal,MALE,55,Community,FP,FEDERAL,DETERMINATE,1735,,QUEBEC,PAROLE OFFICE,MINIMUM,HIGH,MEDIUM,MEDIUM,MEDIUM,IMPAIR. DRIVING,CATH NON-SPEC
B184,WHITE,Non Aboriginal,MALE,48,Community,SR,FEDERAL,DETERMINATE,974,,QUEBEC,PAROLE OFFICE,MINIMUM,MEDIUM,MEDIUM,HIGH,HIGH,THEFT,CHRI NON SPEC
B185,WHITE,Non Aboriginal,MALE,27,Community,SR,FEDERAL,DETERMINATE,791,,QUEBEC,PAROLE OFFICE,MEDIUM,HIGH,MEDIUM,MEDIUM,LOW,ARSON,JUDAISM
B186,WHITE,Non Aboriginal,MALE,51,Community,FP,FEDERAL,INDETERMINATE,0,,QUEBEC,PAROLE OFFICE,MINIMUM,LOW,LOW,HIGH,HIGH,HOMIC & RELATED,CATH NON-SPEC
B187,METIS,Aboriginal,MALE,48,Community,FP,FEDERAL,INDETERMINATE,0,,QUEBEC,PAROLE OFFICE,MINIMUM,LOW,LOW,HIGH,HIGH,HOMIC & RELATED,CATH NON-SPEC
B188,METIS,Aboriginal,FEMALE,44,Community,SR,FEDERAL,DETERMINATE,912,,ALBERTA,PAROLE OFFICE,MINIMUM,MEDIUM,LOW,MEDIUM,HIGH,TRAF/IMP. DRUGS,CATHOLIC - ROMA
B189,METIS,Aboriginal,MALE,77,Community,FP,FEDERAL,INDETERMINATE,0,,MANITOBA,PAROLE OFFICE,MINIMUM,LOW,LOW,HIGH,HIGH,HOMIC & RELATED,CATH NON-SPEC
B190,WHITE,Non Aboriginal,MALE,37,Community,FP,FEDERAL,DETERMINATE,911,,QUEBEC,PAROLE OFFICE,MINIMUM,MEDIUM,LOW,HIGH,MEDIUM,TRAF/IMP. DRUGS,CATH NON-SPEC
B191,WHITE,Non Aboriginal,MALE,42,Community,SR,FEDERAL,DETERMINATE,1660,,QUEBEC,PAROLE OFFICE,MINIMUM,MEDIUM,MEDIUM,HIGH,MEDIUM,CRIM CODE TRAFF,CATH NON-SPEC
B192,WHITE,Non Aboriginal,MALE,53,Community,SR,FEDERAL,DETERMINATE,1522,,QUEBEC,PAROLE OFFICE,MINIMUM,HIGH,MEDIUM,MEDIUM,MEDIUM,SEXUAL ABUSE,CATH NON-SPEC
B193,WHITE,Non Aboriginal,MALE,37,Community,SR,FEDERAL,DETERMINATE,1710,,QUEBEC,COMMUNITY CORRE,MEDIUM,HIGH,HIGH,LOW,LOW,ROBBERY,NONE
B194,WHITE,Non Aboriginal,FEMALE,39,Community,FP,FEDERAL,DETERMINATE,913,,NOVA SCOTIA,PAROLE OFFICE,MINIMUM,MEDIUM,LOW,HIGH,HIGH,OTHER CRIM.CODE,SALVATION ARMY
B195,WHITE,Non Aboriginal,MALE,48,Community,FP,FEDERAL,DETERMINATE,1826,,NFLD AND LAB,PAROLE OFFICE,,LOW,LOW,HIGH,HIGH,TRAF/IMP. DRUGS,CATH NON-SPEC
B196,WHITE,Non Aboriginal,MALE,23,Community,DP,FEDERAL,DETERMINATE,1308,,NEW BRUNSWICK,PAROLE OFFICE,MEDIUM,MEDIUM,MEDIUM,HIGH,MEDIUM,HOMIC & RELATED,
B197,WHITE,Non Aboriginal,MALE,41,Community,LTSO,FEDERAL,DETERMINATE,1826,,ONTARIO,COMMUNITY CORRE,MEDIUM,HIGH,HIGH,LOW,MEDIUM,SEXUAL ASSAULT,NONE
B198,WHITE,Non Aboriginal,MALE,36,Community,FP,FEDERAL,INDETERMINATE,0,,ONTARIO,PAROLE OFFICE,MINIMUM,LOW,LOW,HIGH,MEDIUM,HOMIC & RELATED,CATHOLIC - ROMA
B199,WHITE,Non Aboriginal,MALE,57,Community,LTSO,FEDERAL,DETERMINATE,365,,ONTARIO,PAROLE OFFICE,,LOW,MEDIUM,MEDIUM,HIGH,MAJOR ASSAULT,PROT NON-SPEC
B200,WHITE,Non Aboriginal,MALE,50,Community,FP,FEDERAL,INDETERMINATE,0,,ONTARIO,PAROLE OFFICE,MINIMUM,LOW,LOW,HIGH,HIGH,HOMIC & RELATED,CATH NON-SPEC
B201,WHITE,Non Aboriginal,MALE,44,Community,SR,FEDERAL,DETERMINATE,730,,ONTARIO,PAROLE OFFICE,MEDIUM,HIGH,MEDIUM,LOW,LOW,ARSON,CATHOLIC - ROMA
B202,BLACK,Non Aboriginal,MALE,26,Community,SR,FEDERAL,DETERMINATE,821,,ONTARIO,PAROLE OFFICE,MEDIUM,HIGH,MEDIUM,MEDIUM,LOW,ROBBERY,MUSLIM
B203,WHITE,Non Aboriginal,MALE,53,Community,FP,FEDERAL,INDETERMINATE,0,,ONTARIO,PAROLE OFFICE,MINIMUM,LOW,LOW,HIGH,HIGH,HOMIC & RELATED,
B204,WHITE,Non Aboriginal,MALE,31,Community,FP,FEDERAL,INDETERMINATE,0,,BRITISH COLUMBI,PAROLE OFFICE,MINIMUM,LOW,LOW,HIGH,HIGH,HOMIC & RELATED,NOT STATED
B205,BLACK,Non Aboriginal,MALE,34,Community,SR,FEDERAL,DETERMINATE,1826,,ONTARIO,PAROLE OFFICE,MEDIUM,HIGH,HIGH,MEDIUM,MEDIUM,TRAF/IMP. DRUGS,MUSLIM
B206,WHITE,Non Aboriginal,FEMALE,46,Community,DP,FEDERAL,DETERMINATE,1826,,BRITISH COLUMBI,PAROLE SUB-OFFI,MINIMUM,LOW,LOW,HIGH,MEDIUM,OTHER FED STATU,CATH NON-SPEC
B207,METIS,Aboriginal,FEMALE,36,Community,DP,FEDERAL,DETERMINATE,1948,,BRITISH COLUMBI,PAROLE SUB-OFFI,MINIMUM,MEDIUM,MEDIUM,HIGH,HIGH,OTHER CRIM.CODE,NATIVE SPIRITUA
B208,WHITE,Non Aboriginal,MALE,44,Community,DP,PROVINCIAL,DETERMINATE,684,,BRITISH COLUMBI,PAROLE OFFICE,,HIGH,MEDIUM,MEDIUM,LOW,WEAPON & EXPLOS,
B209,CHINESE,Non Aboriginal,MALE,41,Community,FP,FEDERAL,DETERMINATE,1785,,BRITISH COLUMBI,PAROLE OFFICE,MINIMUM,MEDIUM,LOW,HIGH,HIGH,TRAF/IMP. DRUGS,BUDDHIST
B210,WHITE,Non Aboriginal,MALE,34,Community,DP,FEDERAL,DETERMINATE,1005,,BRITISH COLUMBI,PAROLE OFFICE,MEDIUM,HIGH,HIGH,MEDIUM,MEDIUM,ROBBERY,NONE
B211,WHITE,Non Aboriginal,MALE,53,Community,FP,FEDERAL,INDETERMINATE,0,,BRITISH COLUMBI,PAROLE OFFICE,MEDIUM,LOW,LOW,HIGH,HIGH,HOMIC & RELATED,CATH NON-SPEC
B212,WHITE,Non Aboriginal,MALE,41,Community,SR,FEDERAL,DETERMINATE,1096,,BRITISH COLUMBI,PAROLE OFFICE,MINIMUM,MEDIUM,MEDIUM,MEDIUM,MEDIUM,MAJOR ASSAULT,CATHOLIC - ROMA
B213,NORTH AMERICAN,Aboriginal,MALE,72,Community,FP,FEDERAL,DETERMINATE,43761,,BRITISH COLUMBI,PAROLE OFFICE,MINIMUM,LOW,LOW,HIGH,HIGH,OTHER CRIM.CODE,BAPTIST
B214,FILIPINO,Non Aboriginal,MALE,29,Community,FP,FEDERAL,DETERMINATE,2496,,MANITOBA,PAROLE OFFICE,MINIMUM,LOW,LOW,HIGH,HIGH,TRAF/IMP. DRUGS,CATHOLIC - ROMA
B215,WHITE,Non Aboriginal,MALE,57,Community,FP,FEDERAL,DETERMINATE,2557,,ALBERTA,PAROLE OFFICE,MINIMUM,MEDIUM,MEDIUM,HIGH,HIGH,SEXUAL ASSAULT,UNITED CHURCH
B216,SOUTH ASIAN,Non Aboriginal,MALE,44,Community,FP,FEDERAL,DETERMINATE,730,,ALBERTA,PAROLE OFFICE,MINIMUM,MEDIUM,LOW,HIGH,HIGH,TRAF/IMP. DRUGS,CATH NON-SPEC
B217,NORTH AMERICAN,Aboriginal,MALE,44,Community,SR,FEDERAL,DETERMINATE,1277,,ALBERTA,PAROLE OFFICE,MINIMUM,HIGH,MEDIUM,MEDIUM,HIGH,SEXUAL ASSAULT,NATIVE SPIRITUA
B218,WHITE,Non Aboriginal,MALE,54,Community,SR,FEDERAL,DETERMINATE,1566,,QUEBEC,PAROLE OFFICE,MEDIUM,HIGH,HIGH,LOW,MEDIUM,ROBBERY,CATH NON-SPEC
B219,WHITE,Non Aboriginal,MALE,56,Community,SR,FEDERAL,DETERMINATE,1826,,QUEBEC,PAROLE OFFICE,MINIMUM,MEDIUM,MEDIUM,MEDIUM,MEDIUM,PUB. ORDER OFFE,CATH NON-SPEC
B220,WHITE,Non Aboriginal,MALE,60,Community,FP,FEDERAL,INDETERMINATE,0,,QUEBEC,PAROLE OFFICE,,LOW,LOW,HIGH,HIGH,HOMIC & RELATED,CATH NON-SPEC
B221,WHITE,Non Aboriginal,MALE,42,Community,FP,FEDERAL,DETERMINATE,730,,QUEBEC,PAROLE OFFICE,MINIMUM,MEDIUM,MEDIUM,HIGH,HIGH,TRAF/IMP. DRUGS,CATH NON-SPEC
B222,NORTH AMERICAN,Aboriginal,MALE,33,Community,SR,FEDERAL,DETERMINATE,2313,,MANITOBA,PAROLE OFFICE,MEDIUM,HIGH,HIGH,LOW,LOW,HOMIC & RELATED,NATIVE SPIRITUA
B223,WHITE,Non Aboriginal,MALE,24,Community,FP,FEDERAL,DETERMINATE,1642,,MANITOBA,PAROLE OFFICE,MINIMUM,LOW,LOW,HIGH,HIGH,ROBBERY,NONE
B224,WHITE,Non Aboriginal,MALE,60,Community,FP,FEDERAL,INDETERMINATE,0,,QUEBEC,PAROLE OFFICE,MINIMUM,LOW,LOW,HIGH,HIGH,HOMIC & RELATED,CATH NON-SPEC
B225,WHITE,Non Aboriginal,MALE,62,Community,FP,FEDERAL,INDETERMINATE,0,,QUEBEC,PAROLE OFFICE,,LOW,LOW,HIGH,HIGH,HOMIC & RELATED,PROT NON-SPEC
B226,WHITE,Non Aboriginal,MALE,65,Community,FP,FEDERAL,INDETERMINATE,0,,QUEBEC,PAROLE OFFICE,MINIMUM,HIGH,LOW,MEDIUM,MEDIUM,HOMIC & RELATED,CATH NON-SPEC
B227,WHITE,Non Aboriginal,MALE,65,Community,FP,FEDERAL,INDETERMINATE,0,,QUEBEC,PAROLE OFFICE,,LOW,LOW,HIGH,HIGH,ROBBERY,CATH NON-SPEC
B228,WHITE,Non Aboriginal,MALE,66,Community,DP,FEDERAL,INDETERMINATE,0,,QUEBEC,PAROLE OFFICE,MINIMUM,MEDIUM,HIGH,MEDIUM,HIGH,HOMIC & RELATED,CATH NON-SPEC
B229,WHITE,Non Aboriginal,MALE,36,Community,FP,FEDERAL,DETERMINATE,1461,,NFLD AND LAB,PAROLE OFFICE,,LOW,LOW,HIGH,HIGH,ROBBERY,CATHOLIC - ROMA
B230,BLACK,Non Aboriginal,FEMALE,46,Community,DP,FEDERAL,DETERMINATE,1461,,ONTARIO,PAROLE OFFICE,MINIMUM,MEDIUM,LOW,HIGH,HIGH,TRAF/IMP. DRUGS,PENTECOSTAL ASS
B231,WHITE,Non Aboriginal,MALE,45,Community,SR,FEDERAL,DETERMINATE,1133,,ONTARIO,PAROLE OFFICE,MEDIUM,MEDIUM,HIGH,LOW,MEDIUM,PUB. ORDER OFFE,ATHEIST
B232,WHITE,Non Aboriginal,MALE,25,Community,SR,FEDERAL,DETERMINATE,2008,,ONTARIO,PAROLE OFFICE,MEDIUM,HIGH,HIGH,MEDIUM,MEDIUM,HOMIC & RELATED,CHRISTIAN REFOR
B233,WHITE,Non Aboriginal,FEMALE,38,Community,FP,FEDERAL,DETERMINATE,1095,,ONTARIO,PAROLE OFFICE,MINIMUM,MEDIUM,MEDIUM,HIGH,HIGH,ROBBERY,BAPTIST
B234,WHITE,Non Aboriginal,MALE,32,Community,FP,FEDERAL,DETERMINATE,1461,,ONTARIO,PAROLE OFFICE,MINIMUM,HIGH,MEDIUM,HIGH,MEDIUM,TRAF/IMP. DRUGS,CATHOLIC - ROMA
